1,0.12566,0.25129,0.11285999999999999,0.4693
0.002,0.2513,0.50232,0.22426999999999997,0.92705
0.003,0.3769,0.7528699999999999,0.33282,1.3619999999999999
0.004,0.50244,1.0027,0.43712,1.7634
0.005,0.6279100000000001,1.2515,0.53583,2.1213
0.006,0.75327,1.4991,0.62769,2.4271
0.006999999999999999,0.87851,1.7451,0.71154,2.673
0.008,1.0036,1.9895,0.7862899999999999,2.8532
0.009000000000000001,1.1286,2.2319,0.8509899999999999,2.9631
0.01,1.2533,2.4721,0.9048299999999999,3.0
0.011000000000000001,1.3779,2.7099,0.9471,2.9631
0.012,1.5023,2.945,0.9772700000000001,2.8532
0.013000000000000001,1.6264,3.1772,0.99495,2.673
0.013999999999999999,1.7502,3.4062,0.99992,2.4271
0.015,1.8738,3.6319,0.99211,2.1213
0.016,1.9971,3.8539999999999996,0.9716299999999999,1.7634
0.017,2.1201,4.0723,0.93873,1.3619999999999999
0.018000000000000002,2.2427,4.2866,0.89384,0.92705
0.019,2.365,4.4967,0.8375299999999999,0.4693
0.02,2.4869,4.7023,0.77051,3.6739000000000004e-16
0.021,2.6084,4.9033,0.69365,-0.4693
0.022000000000000002,2.7295,5.0994,0.60793,-0.92705
0.023,2.8502,5.2905,0.51444,-1.3619999999999999
0.024,2.9704,5.4764,0.41438,-1.7634
0.025,3.0902,5.6569,0.30901999999999996,-2.1213
0.026000000000000002,3.2094,5.8317,0.19971,-2.4271
0.027000000000000003,3.3282,6.0009,0.087851,-2.673
0.027999999999999997,3.4464,6.1641,-0.02513,-2.8532
0.028999999999999998,3.5641,6.3212,-0.13779,-2.9631
0.03,3.6812,6.4721,-0.24869000000000002,-3.0
0.031,3.7978,6.6166,-0.35641,-2.9631
0.032,3.9137,6.7546,-0.45958000000000004,-2.8532
0.033,4.0291,6.8859,-0.55688,-2.673
0.034,4.1438,7.0105,-0.6470600000000001,-2.4271
0.035,4.2578,7.1281,-0.72897,-2.1213
0.036000000000000004,4.3712,7.2386,-0.80157,-1.7634
0.037000000000000005,4.4838,7.3420000000000005,-0.86392,-1.3619999999999999
0.038,4.5958,7.4382,-0.9152399999999999,-0.92705
0.039,4.707,7.527,-0.95486,-0.4693
0.04,4.8175,7.6085,-0.98229,-7.347900000000001e-16
0.040999999999999995,4.9273,7.6823,-0.99716,0.4693
0.042,5.0362,7.7487,-0.99929,0.92705
0.043,5.1444,7.8073,-0.98865,1.3619999999999999
0.044000000000000004,5.2517,7.8583,-0.9653799999999999,1.7634
0.045,5.3583,7.9015,-0.9297799999999999,2.1213
0.046,5.4639,7.9369,-0.88229,2.4271
0.047,5.5688,7.9645,-0.8235299999999999,2.673
0.048,5.6727,7.9842,-0.75425,2.8532
0.049,5.7757,7.9961,-0.67533,2.9631
0.05,5.8779,8.0,-0.5877899999999999,3.0
0.051,5.979,7.9961,-0.49273,2.9631
